Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","2017-18 
CALPADS Fall 1 
Certification Status"
2017-2018,54,71860,5430806,Tulare,Cutler-Orosi Joint Unified,Lovell High,Unified School District,Continuation High Schools,Continuation School,Provision 2,No ,N/A,N/A,N,9,12,53,45,0.849056604,50,0.943396226,46,39,0.847826087,43,0.934782609,Y
2017-2018,54,71860,5433230,Tulare,Cutler-Orosi Joint Unified,Orosi High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,1117,972,0.870188004,1061,0.949865712,1082,940,0.868761553,1029,0.951016636,Y
2017-2018,54,71993,5430194,Tulare,Lindsay Unified,John J. Cairns Continuation,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,81,73,0.901234568,74,0.913580247,71,66,0.929577465,67,0.943661972,Y
2017-2018,54,71993,5432414,Tulare,Lindsay Unified,Lindsay Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,1082,902,0.833641405,1023,0.945471349,1069,893,0.83536015,1013,0.947614593,Y
2017-2018,54,72249,0107649,Tulare,Tulare Joint Union High,Countryside Community Day,High School District,District Community Day Schools,Community Day School,CEP,No ,N/A,N/A,N,9,12,15,12,0.8,14,0.933333333,14,12,0.857142857,13,0.928571429,Y
2017-2018,54,72249,0116368,Tulare,Tulare Joint Union High,Mission Oak High,High School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,1550,1031,0.66516129,1113,0.718064516,1506,998,0.662682603,1079,0.716467463,Y
2017-2018,54,72249,0130708,Tulare,Tulare Joint Union High,Sierra Vista Charter High,High School District,High Schools (Public),Traditional,CEP,Yes,1664,Locally funded,N,9,12,92,73,0.793478261,84,0.913043478,84,65,0.773809524,76,0.904761905,Y
2017-2018,54,72249,0133793,Tulare,Tulare Joint Union High,Accelerated Charter High,High School District,High Schools (Public),Traditional,CEP,Yes,1781,Locally funded,N,9,12,149,126,0.845637584,139,0.932885906,133,112,0.842105263,124,0.932330827,Y
2017-2018,54,72249,5430145,Tulare,Tulare Joint Union High,Tulare Technical Preparatory High,High School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,40,37,0.925,39,0.975,39,36,0.923076923,38,0.974358974,Y
2017-2018,54,72249,5435409,Tulare,Tulare Joint Union High,Tulare Union High,High School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,1675,1141,0.68119403,1176,0.702089552,1638,1110,0.677655678,1144,0.698412698,Y
2017-2018,54,72249,5435466,Tulare,Tulare Joint Union High,Tulare Western High,High School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,2023,1401,0.692535838,1513,0.74789916,1977,1371,0.693474962,1481,0.74911482,Y
2017-2018,54,72256,0120659,Tulare,Visalia Unified,Visalia Technical Early College,Unified School District,High Schools (Public),Traditional,N/A,Yes,1128,Locally funded,N,9,12,260,122,0.469230769,144,0.553846154,252,117,0.464285714,139,0.551587302,Y
2017-2018,54,72256,5430046,Tulare,Visalia Unified,Golden West High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,1743,1037,0.594951234,1148,0.658634538,1699,1014,0.59682166,1123,0.660977045,Y
2017-2018,54,72256,5430368,Tulare,Visalia Unified,El Diamante High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2008,993,0.494521912,1157,0.576195219,1972,982,0.497971602,1143,0.579614604,Y
2017-2018,54,72256,5432828,Tulare,Visalia Unified,Mt. Whitney High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,1595,906,0.568025078,965,0.605015674,1573,894,0.56834075,952,0.605212969,Y
2017-2018,54,72256,5434527,Tulare,Visalia Unified,Redwood High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2266,1012,0.446601942,1156,0.510150044,2226,990,0.444743935,1132,0.50853549,Y
2017-2018,54,72256,5435839,Tulare,Visalia Unified,Sequoia High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,275,229,0.832727273,232,0.843636364,214,179,0.836448598,181,0.845794393,Y
2017-2018,54,75325,5430210,Tulare,Farmersville Unified,Farmersville High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,687,508,0.73944687,538,0.783114993,666,493,0.74024024,523,0.785285285,Y
2017-2018,54,75325,5430277,Tulare,Farmersville Unified,Deep Creek Academy,Unified School District,Continuation High Schools,Continuation School,Provision 2,No ,N/A,N/A,N,9,12,66,53,0.803030303,55,0.833333333,50,40,0.8,42,0.84,Y
2017-2018,54,75523,0114348,Tulare,Porterville Unified,Butterfield Charter High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0867,Locally funded,N,9,12,362,282,0.779005525,282,0.779005525,302,233,0.771523179,233,0.771523179,Y
2017-2018,54,75523,0116590,Tulare,Porterville Unified,Harmony Magnet Academy,Unified School District,High Schools (Public),Traditional,CEP,Yes,0970,Locally funded,N,9,12,529,304,0.574669187,305,0.576559546,519,295,0.568400771,296,0.570327553,Y
2017-2018,54,75523,5430251,Tulare,Porterville Unified,Granite Hills High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,1388,1226,0.883285303,1226,0.883285303,1314,1160,0.882800609,1160,0.882800609,Y
2017-2018,54,75523,5430624,Tulare,Porterville Unified,Citrus High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,149,129,0.865771812,129,0.865771812,132,114,0.863636364,114,0.863636364,Y
2017-2018,54,75523,5432786,Tulare,Porterville Unified,Monache High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,1969,1300,0.660233621,1301,0.660741493,1907,1255,0.65810173,1256,0.658626114,Y
2017-2018,54,75523,5434113,Tulare,Porterville Unified,Porterville High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,1925,1351,0.701818182,1351,0.701818182,1846,1290,0.698808234,1290,0.698808234,Y
2017-2018,54,75523,5434931,Tulare,Porterville Unified,Strathmore High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,375,308,0.821333333,309,0.824,359,294,0.818941504,295,0.821727019,Y
2017-2018,54,75531,5431119,Tulare,Dinuba Unified,Sierra Vista High (Continuation),Unified School District,Continuation High Schools,Continuation School,Provision 2,No ,N/A,N/A,N,9,12,59,50,0.847457627,53,0.898305085,57,48,0.842105263,51,0.894736842,Y
2017-2018,54,75531,5431184,Tulare,Dinuba Unified,Dinuba High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,1988,1412,0.710261569,1565,0.78722334,1964,1393,0.709266802,1545,0.786659878,Y
2017-2018,54,76794,5436258,Tulare,Woodlake Unified,Bravo Lake High,Unified School District,Continuation High Schools,Continuation School,Lunch Provision 2,No ,N/A,N/A,N,9,12,26,24,0.923076923,24,0.923076923,19,17,0.894736842,17,0.894736842,Y
2017-2018,54,76794,5436282,Tulare,Woodlake Unified,Woodlake High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,631,462,0.732171157,543,0.860538827,616,448,0.727272727,529,0.858766234,Y
2017-2018,54,76836,5431598,Tulare,Exeter Unified,Exeter Union High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,942,484,0.513800425,547,0.580679406,915,472,0.515846995,534,0.583606557,Y
2017-2018,54,76836,5431614,Tulare,Exeter Unified,Kaweah High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,71,52,0.732394366,54,0.76056338,65,46,0.707692308,48,0.738461538,Y
2017-2018,55,72389,0000000,Tuolumne,Sonora Union High,District Office,High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,12,6,4,0.666666667,4,0.666666667,6,4,0.666666667,4,0.666666667,Y
2017-2018,55,72389,5530043,Tuolumne,Sonora Union High,Theodore Bird High,High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,50,20,0.4,20,0.4,43,16,0.372093023,16,0.372093023,Y
2017-2018,55,72389,5536503,Tuolumne,Sonora Union High,Sonora High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,979,362,0.369765066,406,0.414708887,952,354,0.371848739,398,0.418067227,Y
2017-2018,55,72413,5530050,Tuolumne,Summerville Union High,Long Barn High,High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,9,4,0.444444444,6,0.666666667,8,3,0.375,5,0.625,Y
2017-2018,55,72413,5530092,Tuolumne,Summerville Union High,South Fork High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1,0,0,0,0,1,0,0,0,0,Y
2017-2018,55,72413,5530100,Tuolumne,Summerville Union High,Cold Springs High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1,1,1,1,1,1,1,1,1,1,Y
2017-2018,55,72413,5530175,Tuolumne,Summerville Union High,Mountain High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,3,2,0.666666667,2,0.666666667,3,2,0.666666667,2,0.666666667,Y
2017-2018,55,72413,5536750,Tuolumne,Summerville Union High,Summerville High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,432,158,0.365740741,194,0.449074074,416,152,0.365384615,184,0.442307692,Y
2017-2018,55,75184,5530076,Tuolumne,Big Oak Flat-Groveland Unified,Tioga High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,45,26,0.577777778,30,0.666666667,41,24,0.585365854,27,0.658536585,Y
2017-2018,55,75184,5530084,Tuolumne,Big Oak Flat-Groveland Unified,Don Pedro High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,41,21,0.512195122,22,0.536585366,38,18,0.473684211,19,0.5,Y
2017-2018,56,10561,0109900,Ventura,Ventura County Office of Education,Vista Real Charter High,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,0735,Directly funded,Y,9,12,1056,733,0.694128788,833,0.788825758,732,495,0.676229508,566,0.773224044,Y
2017-2018,56,72454,5630173,Ventura,Fillmore Unified,Sierra High,Unified School District,Continuation High Schools,Continuation School,Provision 2,No ,N/A,N/A,N,9,12,50,32,0.64,39,0.78,44,29,0.659090909,35,0.795454545,Y
2017-2018,56,72454,5632021,Ventura,Fillmore Unified,Fillmore Senior High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,1073,653,0.608574091,755,0.703634669,1035,635,0.61352657,731,0.706280193,Y
2017-2018,56,72520,5631817,Ventura,Ojai Unified,Chaparral High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,54,33,0.611111111,34,0.62962963,48,28,0.583333333,29,0.604166667,Y
2017-2018,56,72520,5634076,Ventura,Ojai Unified,Nordhoff High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,729,266,0.364883402,320,0.438957476,709,257,0.36248237,310,0.437235543,Y
2017-2018,56,72546,0120634,Ventura,Oxnard Union High,"Architecture, Construction & Engineering Charter High (ACE)",High School District,High Schools (Public),Traditional,N/A,Yes,1126,Directly funded,Y,9,12,235,111,0.472340426,122,0.519148936,232,109,0.469827586,120,0.517241379,Y
2017-2018,56,72546,0125674,Ventura,Oxnard Union High,Condor High,High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,483,322,0.666666667,338,0.699792961,345,222,0.643478261,236,0.684057971,Y
2017-2018,56,72546,0131698,Ventura,Oxnard Union High,Rancho Campana High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,696,90,0.129310345,104,0.149425287,689,89,0.129172714,103,0.149492017,Y
2017-2018,56,72546,5630066,Ventura,Oxnard Union High,Frontier High,High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,358,290,0.810055866,306,0.854748603,263,214,0.813688213,227,0.863117871,Y
2017-2018,56,72546,5630389,Ventura,Oxnard Union High,Pacifica High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,3153,2198,0.69711386,2387,0.757056771,3070,2136,0.695765472,2321,0.756026059,Y
2017-2018,56,72546,5631619,Ventura,Oxnard Union High,Adolfo Camarillo High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2245,488,0.217371938,577,0.25701559,2197,475,0.216203914,563,0.256258534,Y
2017-2018,56,72546,5631742,Ventura,Oxnard Union High,Channel Islands High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2559,1867,0.729581868,2097,0.819460727,2434,1773,0.728430567,1998,0.820870994,Y
2017-2018,56,72546,5632849,Ventura,Oxnard Union High,Hueneme High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2130,1633,0.766666667,1850,0.868544601,2080,1592,0.765384615,1804,0.867307692,Y
2017-2018,56,72546,5634548,Ventura,Oxnard Union High,Oxnard High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2788,1589,0.569942611,1750,0.6276901,2736,1557,0.569078947,1717,0.62755848,Y
2017-2018,56,72546,5634761,Ventura,Oxnard Union High,Rio Mesa High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2212,1253,0.566455696,1400,0.632911392,2089,1192,0.570607946,1334,0.638583054,Y
2017-2018,56,72603,5630322,Ventura,Simi Valley Unified,Santa Susana High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1154,239,0.207105719,278,0.240901213,1123,228,0.203027605,266,0.236865539,Y
2017-2018,56,72603,5634993,Ventura,Simi Valley Unified,Apollo High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,148,83,0.560810811,89,0.601351351,99,57,0.575757576,60,0.606060606,Y
2017-2018,56,72603,5635008,Ventura,Simi Valley Unified,Royal High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2010,611,0.3039801,717,0.356716418,1938,583,0.300825593,687,0.354489164,Y
2017-2018,56,72603,5636188,Ventura,Simi Valley Unified,Simi Valley High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2251,541,0.240337628,636,0.282541093,2168,509,0.234778598,604,0.278597786,Y
2017-2018,56,72652,5630272,Ventura,Ventura Unified,Pacific High,Unified School District,Continuation High Schools,Continuation School,CEP,No ,N/A,N/A,N,9,12,153,97,0.633986928,128,0.836601307,127,82,0.645669291,106,0.834645669,Y
2017-2018,56,72652,5630298,Ventura,Ventura Unified,El Camino High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,255,48,0.188235294,76,0.298039216,249,48,0.192771084,74,0.297188755,Y
2017-2018,56,72652,5630348,Ventura,Ventura Unified,Foothill Technology High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1001,178,0.177822178,326,0.325674326,969,172,0.17750258,318,0.328173375,Y
2017-2018,56,72652,5630793,Ventura,Ventura Unified,Buena High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1890,650,0.343915344,1018,0.538624339,1844,638,0.345986985,997,0.540672451,Y
2017-2018,56,72652,5637822,Ventura,Ventura Unified,Ventura High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2135,835,0.391100703,1215,0.569086651,2096,821,0.391698473,1193,0.569179389,Y
2017-2018,56,73759,5630108,Ventura,Conejo Valley Unified,Conejo Valley High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,112,60,0.535714286,66,0.589285714,97,51,0.525773196,57,0.587628866,Y
2017-2018,56,73759,5630116,Ventura,Conejo Valley Unified,Westlake High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2194,362,0.164995442,422,0.192342753,2146,355,0.165424045,413,0.192451072,Y
2017-2018,56,73759,5633748,Ventura,Conejo Valley Unified,Newbury Park High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2448,407,0.16625817,463,0.189133987,2397,398,0.166040884,454,0.189403421,Y
2017-2018,56,73759,5637004,Ventura,Conejo Valley Unified,Thousand Oaks High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2206,453,0.205349048,542,0.245693563,2125,434,0.204235294,519,0.244235294,Y
2017-2018,56,73874,5630132,Ventura,Oak Park Unified,Oak Park High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1560,101,0.06474359,119,0.076282051,1529,99,0.064748201,117,0.076520602,Y
2017-2018,56,73874,5630199,Ventura,Oak Park Unified,Oak View High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,31,6,0.193548387,9,0.290322581,29,6,0.206896552,9,0.310344828,Y
2017-2018,56,73940,5633250,Ventura,Moorpark Unified,Moorpark High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,1927,516,0.267773742,573,0.297353399,1871,492,0.262960983,548,0.292891502,Y
2017-2018,56,76828,5635776,Ventura,Santa Paula Unified,Santa Paula High,Unified School District,High Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,9,12,1583,1092,0.689829438,1334,0.842703727,1527,1050,0.68762279,1282,0.839554682,Y
2017-2018,56,76828,5636170,Ventura,Santa Paula Unified,Renaissance High,Unified School District,Continuation High Schools,Continuation School,Provision 2,No ,N/A,N/A,N,9,12,111,91,0.81981982,107,0.963963964,96,79,0.822916667,92,0.958333333,Y
2017-2018,57,72678,5732219,Yolo,Davis Joint Unified,King (Martin Luther) High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,55,28,0.509090909,28,0.509090909,44,23,0.522727273,23,0.522727273,Y
2017-2018,57,72686,5730056,Yolo,Esparto Unified,Madison Community High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,19,11,0.578947368,14,0.736842105,18,10,0.555555556,13,0.722222222,Y
2017-2018,57,72686,5732904,Yolo,Esparto Unified,Esparto High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,287,161,0.56097561,211,0.735191638,281,158,0.56227758,208,0.740213523,Y
2017-2018,57,72694,0135939,Yolo,Washington Unified,Washington Middle College High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0907,Locally funded,N,9,12,46,29,0.630434783,30,0.652173913,44,28,0.636363636,29,0.659090909,Y
2017-2018,57,72694,5735154,Yolo,Washington Unified,River City High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,2193,1260,0.574555404,1393,0.635202918,2139,1227,0.573632539,1359,0.635343619,Y
2017-2018,57,72694,5739552,Yolo,Washington Unified,Yolo High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,116,95,0.818965517,96,0.827586207,109,89,0.816513761,90,0.825688073,Y
